timestamp,cpu_percent,memory_mb,rbd_usage_mb,io_read_mb,io_write_mb,net_rx_mb,net_tx_mb
1778714129.915902,0.0,1424,281784,0.000,0.000,0.000,0.000
1778714132.920333,0.0,1775,281348,65.151,0.000,61.493,0.769
1778714135.925414,0.0,1778,281349,89.182,0.000,95.740,1.126
1778714138.929195,0.0,1771,281349,91.884,0.168,95.161,1.347
1778714141.932292,0.0,1765,281350,91.905,0.008,96.476,1.151
1778714144.935604,0.0,1767,281350,86.571,0.023,89.647,0.988
1778714147.939377,0.0,1762,281350,83.894,0.005,91.135,0.956
1778714150.942664,0.0,1663,281351,89.236,0.004,91.863,1.045
1778714153.968745,0.0,1658,281351,84.598,0.000,94.020,1.013
1778714156.977811,0.0,1671,281352,85.076,0.004,89.201,0.951
1778714159.980506,0.0,1669,281352,86.589,0.004,89.390,0.989
1778714162.984267,0.0,1658,281353,94.548,0.000,91.443,1.058
1778714165.987994,0.0,1659,281353,85.227,0.004,90.067,0.961
1778714168.991792,0.0,1659,281354,93.217,1.459,98.792,2.668
1778714171.996901,0.0,1655,281354,91.844,0.009,94.509,0.981
1778714175.000653,0.0,1658,281354,87.890,0.000,92.558,0.974
1778714178.004334,0.0,1657,281355,83.897,0.010,89.426,0.985
1778714181.008010,0.0,1597,281355,93.219,0.000,94.915,1.046
1778714184.011725,0.0,1603,281356,90.555,0.004,96.138,1.020
1778714187.015433,0.0,1596,281356,90.555,0.000,93.614,1.071
1778714190.018840,0.0,1598,281356,83.905,0.004,91.209,1.010
1778714193.022592,0.0,1598,281357,90.553,0.000,91.974,1.007
1778714196.026344,0.0,1602,281357,90.553,0.004,94.947,1.019
1778714199.029997,0.0,1599,281358,94.552,0.000,98.734,1.112
1778714202.033441,0.0,1600,281358,86.567,1.466,90.092,2.529
1778714205.037090,0.0,1599,281358,86.561,0.000,93.240,1.083
1778714208.040688,0.0,1601,281359,90.558,0.007,95.301,1.078
1778714211.043603,0.0,1597,281359,94.575,0.000,96.857,1.118
1778714214.047008,0.0,1599,281360,85.237,0.007,90.125,0.948
1778714217.050250,0.0,1598,281360,89.237,0.803,96.378,1.950
1778714220.076783,0.0,1598,281360,84.585,0.000,91.683,0.969
1778714223.090183,0.0,1602,281361,84.954,0.008,89.570,0.925
1778714226.099220,0.0,1600,281362,85.077,0.000,92.602,1.033
1778714229.101735,0.0,1599,281362,85.262,0.539,88.000,1.481
1778714232.110823,0.0,1602,281362,85.076,0.000,90.598,0.997
1778714235.113381,0.0,1599,281363,85.261,0.276,89.395,1.303
1778714238.117046,0.0,1600,281363,85.229,0.000,89.361,0.870
1778714241.120154,0.0,1604,281364,85.245,0.273,89.380,1.311
1778714244.140194,0.0,1598,281364,86.092,0.000,88.880,0.977
1778714247.143857,0.0,1603,281364,85.229,0.277,89.363,1.241
1778714250.147088,0.0,1597,281365,90.569,0.000,89.373,1.013
1778714253.150731,0.0,1602,281365,87.893,0.278,89.363,1.319
1778714256.154161,0.0,1598,281366,90.563,0.000,89.372,0.957
1778714259.157950,0.0,1598,281366,89.221,0.276,94.402,1.320
1778714262.161658,0.0,1599,281366,91.886,0.000,95.053,1.049
1778714265.165381,0.0,1598,281367,89.223,0.009,94.895,1.111
1778714268.169498,0.0,1599,281367,90.542,0.000,93.562,1.038
1778714271.173238,0.0,1598,281368,85.227,0.007,88.895,0.913
1778714274.176964,0.0,1600,281368,91.886,0.000,97.201,1.056
1778714277.180732,0.0,1600,281368,91.885,0.004,96.179,1.037
1778714280.184467,0.0,1602,281369,87.891,0.000,91.698,1.017
1778714283.188205,0.0,1600,281369,82.564,0.004,87.130,0.889
1778714286.191967,0.0,1601,281370,83.895,0.000,90.594,0.925
