timestamp,cpu_percent,memory_mb,rbd_usage_mb,io_read_mb,io_write_mb,net_rx_mb,net_tx_mb
1779083704.850536,0.0,1290,281786,0.000,0.000,0.000,0.000
1779083707.854337,0.0,1608,281348,59.838,0.000,50.401,0.554
1779083710.857960,0.0,1614,281349,93.221,0.000,97.411,1.088
1779083713.861571,0.0,1609,281349,91.889,0.165,96.982,1.308
1779083716.864159,0.0,1611,281350,93.253,0.000,97.962,1.173
1779083719.867455,0.0,1611,281350,86.572,0.029,90.878,0.966
1779083722.871027,0.0,1611,281350,86.564,0.001,93.422,1.071
1779083725.898317,0.0,1610,281351,85.885,0.008,93.300,1.010
1779083728.907488,0.0,1611,281352,85.073,0.004,94.976,1.030
1779083731.911186,0.0,1612,281352,87.892,0.000,89.359,0.980
1779083734.914900,0.0,1612,281352,90.555,0.003,89.357,0.965
1779083737.918614,0.0,1612,281353,89.223,0.001,90.754,1.062
1779083740.922814,0.0,1610,281353,93.203,0.003,93.601,1.023
1779083743.926559,0.0,1612,281354,87.890,1.460,93.970,2.572
1779083746.930320,0.0,1614,281354,90.553,0.012,93.229,1.050
1779083749.934066,0.0,1612,281354,90.554,0.000,94.823,0.998
1779083752.937759,0.0,1610,281355,89.223,0.010,95.710,1.103
1779083755.941361,0.0,1611,281355,97.217,0.000,99.537,1.126
1779083758.944443,0.0,1610,281356,90.574,0.004,97.695,1.102
1779083761.948128,0.0,1611,281356,94.551,0.000,96.801,1.108
1779083764.951792,0.0,1607,281356,87.893,0.004,93.030,1.015
1779083767.955367,0.0,1610,281357,95.886,0.000,98.206,1.115
1779083770.958255,0.0,1607,281357,85.251,0.004,89.277,1.001
1779083773.961736,0.0,1611,281358,90.562,0.000,95.267,1.079
1779083776.967600,0.0,1611,281358,87.828,1.465,93.437,2.550
1779083779.982040,0.0,1611,281358,84.925,0.006,92.517,1.044
1779083783.008716,0.0,1610,281359,84.581,0.000,89.641,0.982
1779083786.017650,0.0,1611,281359,85.080,0.006,93.933,1.019
1779083789.026560,0.0,1610,281360,85.081,0.000,88.965,0.941
1779083792.039267,0.0,1611,281360,84.973,0.792,93.408,1.853
1779083795.041982,0.0,1610,281361,85.256,0.000,90.067,0.980
1779083798.045429,0.0,1610,281361,86.567,0.007,90.453,0.946
1779083801.048398,0.0,1609,281362,90.577,0.000,89.382,0.944
1779083804.052489,0.0,1610,281362,79.891,0.532,89.353,1.491
1779083807.056037,0.0,1615,281362,86.564,0.014,89.363,0.959
1779083810.059073,0.0,1612,281363,87.911,0.007,89.379,1.034
1779083813.062940,0.0,1610,281363,89.218,0.000,89.353,0.984
1779083816.065799,0.0,1610,281364,87.916,0.532,89.386,1.483
1779083819.069288,0.0,1612,281364,87.898,0.000,89.365,1.011
1779083822.072942,0.0,1611,281364,86.561,0.003,89.360,1.015
1779083825.076639,0.0,1610,281365,89.223,0.004,90.171,0.987
1779083828.079427,0.0,1611,281365,90.582,0.532,93.454,1.617
1779083831.082509,0.0,1610,281366,91.906,0.000,95.586,1.082
1779083834.086253,0.0,1608,281366,91.885,0.007,99.505,1.030
1779083837.089607,0.0,1614,281366,93.229,0.000,94.335,1.088
1779083840.093395,0.0,1611,281367,90.552,0.027,94.929,1.117
1779083843.097146,0.0,1610,281367,91.885,0.000,97.192,1.121
1779083846.100849,0.0,1612,281368,87.892,0.010,93.803,1.008
1779083849.104519,0.0,1613,281368,87.892,0.000,92.795,0.937
1779083852.108211,0.0,1612,281368,87.892,0.004,89.868,1.007
1779083855.111765,0.0,1612,281369,86.564,0.000,93.951,0.994
1779083858.115350,0.0,1612,281369,86.563,0.004,89.575,0.930
1779083861.118026,0.0,1611,281370,90.586,1.445,91.570,2.490
1779083864.120654,0.0,1610,281370,89.255,0.007,92.538,1.076
1779083867.124211,0.0,1611,281370,87.896,0.003,91.585,1.014
1779083870.127968,0.0,1609,281371,83.895,0.018,91.480,1.008
1779083873.131543,0.0,1610,281371,89.227,0.000,94.431,1.018
1779083876.135189,0.0,1618,281372,81.235,0.009,83.262,0.894
1779083879.138650,0.0,1618,281372,79.908,0.000,82.276,0.865
1779083882.141687,0.0,1618,281372,81.251,0.009,83.999,0.794
1779083885.145500,0.0,1617,281373,86.557,1.056,92.775,2.153
1779083888.148471,0.0,1617,281373,85.249,0.009,91.020,1.046
1779083891.151116,0.0,1615,281373,86.590,0.000,92.041,0.957
1779083894.153911,0.0,1618,281374,83.922,0.008,84.829,0.903
1779083897.156820,0.0,1617,281374,87.915,0.000,90.431,1.004
1779083900.160417,0.0,1617,281375,86.563,0.004,91.550,1.033
1779083903.164236,0.0,1621,281375,86.557,0.000,90.793,1.003
1779083906.166815,0.0,1617,281375,86.592,0.004,91.042,0.970
1779083909.170452,0.0,1619,281376,81.235,0.000,85.428,0.790
1779083912.174455,0.0,1617,281376,86.551,0.004,90.553,0.988
1779083915.178141,0.0,1618,281377,85.229,0.014,89.778,2.390
1779083918.183455,0.0,1617,281377,91.837,1.453,93.226,1.128
1779083921.186689,0.0,1618,281377,81.246,0.000,89.631,0.942
1779083924.190408,0.0,1617,281378,86.559,0.008,87.844,0.886
1779083927.193978,0.0,1616,281378,87.895,0.000,90.841,0.948
1779083930.197501,0.0,1618,281379,86.565,0.004,93.916,1.051
1779083933.204394,0.0,1617,281379,86.468,0.000,93.621,1.008
1779083936.218123,0.0,1616,281380,84.945,0.004,94.655,1.077
1779083939.220661,0.0,1617,281380,86.593,0.000,95.854,1.136
1779083942.224283,0.0,1618,281381,85.230,0.004,90.031,0.922
1779083945.227978,0.0,1619,281381,90.555,0.021,95.670,1.076
1779083948.231684,0.0,1617,281381,87.891,0.000,90.536,1.047
1779083951.235363,0.0,1617,281382,85.229,1.590,89.367,2.599
1779083954.239070,0.0,1617,281382,91.886,0.000,89.359,0.984
1779083957.242233,0.0,1615,281383,85.243,0.010,89.375,0.973
1779083960.245404,0.0,1619,281383,89.239,0.000,89.374,1.007
1779083963.249131,0.0,1618,281383,82.564,0.003,89.357,0.919
1779083966.252830,0.0,1619,281384,90.555,0.001,89.359,0.934
1779083969.256651,0.0,1618,281384,83.893,0.000,89.734,0.998
1779083972.260395,0.0,1619,281385,77.237,0.004,88.977,0.840
1779083975.263964,0.0,1618,281385,94.554,0.004,89.364,1.043
1779083978.268158,0.0,1617,281385,75.894,0.013,89.346,0.955
1779083981.271765,0.0,1617,281386,81.236,0.008,89.362,0.941
1779083984.275001,0.0,1618,281386,82.578,1.446,89.385,2.460
1779083987.278753,0.0,1621,281387,78.568,0.007,89.358,1.008
1779083990.282499,0.0,1620,281387,51.935,0.004,29.325,0.232
1779083993.286263,0.0,1619,281387,73.241,0.003,75.896,0.748
1779083996.289962,0.0,1619,281387,77.238,0.001,77.889,0.706
1779083999.293699,0.0,1619,281388,78.569,0.004,84.970,0.849
1779084002.297363,0.0,1619,281388,74.576,0.000,89.363,0.911
1779084005.301114,0.0,1618,281389,75.905,0.004,86.807,0.845
1779084008.304101,0.0,1615,281389,79.920,0.000,82.668,0.798
1779084011.307055,0.0,1618,281389,82.585,0.003,76.025,0.682
1779084014.310419,0.0,1620,281389,73.251,1.197,75.686,1.936
1779084017.314469,0.0,1620,281390,81.224,0.001,74.166,0.722
1779084020.318115,0.0,1619,281390,79.903,0.008,86.058,0.841
1779084023.320904,0.0,1619,281391,79.926,0.000,83.321,0.860
1779084026.324527,0.0,1619,281391,69.250,0.004,73.649,0.676
1779084029.328198,0.0,1618,281391,71.912,0.000,80.287,0.717
1779084032.331785,0.0,1615,281392,62.592,0.004,84.242,0.720
1779084035.335305,0.0,1614,281392,81.238,0.000,75.404,0.753
1779084038.344263,0.0,1615,281392,81.091,0.926,77.400,1.690
1779084041.347729,0.0,1614,281393,75.912,0.008,74.552,0.664
1779084044.351425,0.0,1614,281393,78.570,0.007,83.076,0.790
1779084047.355159,0.0,1614,281393,74.574,0.000,81.919,0.857
1779084050.358821,0.0,1611,281394,69.249,0.004,72.725,0.656
1779084053.362540,0.0,1613,281394,67.916,0.004,72.378,0.604
1779084056.366265,0.0,1614,281395,83.896,0.000,89.358,0.909
1779084059.368927,0.0,1612,281395,75.933,0.004,89.391,0.824
1779084062.371947,0.0,1613,281395,74.592,0.000,83.162,0.760
1779084065.375362,0.0,1614,281395,85.236,0.004,78.598,0.770
1779084068.384262,0.0,1614,281396,83.752,0.000,83.109,0.857
1779084071.387939,0.0,1616,281396,78.570,0.000,71.625,0.664
1779084074.390629,0.0,1616,281397,77.264,1.462,85.536,2.338
1779084077.394415,0.0,1615,281397,77.236,0.000,76.812,0.723
1779084080.398234,0.0,1616,281397,73.240,0.009,76.387,0.716
1779084083.401889,0.0,1615,281398,71.912,0.001,83.330,0.804
1779084086.405608,0.0,1615,281398,73.243,0.007,76.248,0.680
1779084089.409476,0.0,1614,281399,74.571,0.000,88.985,0.842
1779084092.412944,0.0,1610,281399,79.908,0.004,85.546,0.830
1779084095.416673,0.0,1613,281399,77.237,0.798,79.796,1.576
1779084098.419628,0.0,1614,281399,85.249,0.010,82.666,0.777
1779084101.428514,0.0,1613,281400,85.081,0.000,82.574,0.724
1779084104.442216,0.0,1615,281400,80.964,0.000,82.308,0.790
1779084107.445705,0.0,1622,281401,69.253,0.004,80.485,0.788
1779084110.449582,0.0,1616,281401,79.897,0.000,73.336,0.692
1779084113.453393,0.0,1615,281401,78.567,0.004,79.481,0.797
1779084116.457104,0.0,1614,281402,79.901,0.001,86.601,0.841
1779084119.461897,0.0,1615,281402,74.548,0.009,72.794,0.699
1779084122.465175,0.0,1614,281403,79.913,0.000,121.997,1.208
1779084125.468787,0.0,1615,281403,70.582,0.004,73.499,0.706
1779084128.472862,0.0,1614,281403,75.897,1.326,79.784,2.111
1779084131.476535,0.0,1613,281404,83.897,0.008,87.905,0.834
1779084134.479728,0.0,1615,281404,83.911,0.000,87.849,0.813
1779084137.483335,0.0,1614,281405,86.563,0.004,90.655,0.899
1779084140.486697,0.0,1615,281405,78.579,0.000,82.475,0.830
1779084143.495631,0.0,1615,281405,85.080,0.004,89.204,0.797
1779084146.510167,0.0,1614,281405,84.922,0.000,86.784,0.850
1779084149.528595,0.0,1612,281406,79.512,0.003,84.581,0.820
1779084152.533023,0.0,1613,281406,77.219,0.005,80.751,0.778
1779084155.536490,0.0,1612,281407,74.580,0.000,79.359,0.727
1779084158.540252,0.0,1613,281407,77.236,0.004,80.543,0.758
1779084161.544004,0.0,1615,281407,78.568,1.326,81.221,2.186
1779084164.547685,0.0,1614,281408,65.253,0.008,69.332,0.622
1779084167.551370,0.0,1614,281408,77.238,0.000,80.018,0.728
1779084170.554048,0.0,1611,281409,78.597,0.004,82.301,0.798
1779084173.557690,0.0,1613,281409,73.244,0.000,78.644,0.653
1779084176.560994,0.0,1615,281409,85.239,0.004,89.372,0.935
1779084179.563394,0.0,1616,281409,85.265,0.000,88.045,0.853
1779084182.578372,0.0,1614,281410,71.642,0.004,73.710,0.666
1779084185.583095,0.0,1616,281410,77.212,0.004,82.670,0.737
1779084188.586809,0.0,1616,281410,75.906,0.000,76.187,0.707
1779084191.590847,0.0,1617,281411,67.909,0.004,75.655,2.055
1779084194.594506,0.0,1615,281411,69.249,1.327,68.114,0.631
1779084197.597370,0.0,1613,281412,81.256,0.008,87.278,0.828
1779084200.600577,0.0,1613,281412,89.238,0.000,91.277,0.955
1779084203.603214,0.0,1613,281412,75.933,0.004,80.166,0.781
1779084206.606473,0.0,1616,281413,78.581,0.000,82.343,0.796
1779084209.609401,0.0,1613,281413,79.922,0.004,87.985,0.861
1779084212.612870,0.0,1614,281413,82.571,0.000,83.242,0.756
1779084215.616469,0.0,1614,281414,73.245,0.003,76.875,0.732
1779084218.619377,0.0,1614,281414,71.930,0.005,73.750,0.701
1779084221.623149,0.0,1618,281414,75.905,0.000,78.658,0.710
1779084224.626906,0.0,1613,281415,74.573,0.004,81.458,2.193
1779084227.630527,0.0,1615,281415,75.908,1.328,75.939,0.703
1779084230.634106,0.0,1615,281416,73.246,0.008,76.666,0.775
1779084233.651905,0.0,1617,281416,68.924,0.000,78.603,0.802
1779084236.655392,0.0,1615,281416,85.234,0.004,87.817,0.778
1779084239.670156,0.0,1612,281416,82.262,0.000,80.098,0.734
1779084242.673746,0.0,1615,281417,71.914,0.000,78.568,0.771
1779084245.676378,0.0,1614,281417,73.269,0.004,76.929,0.659
1779084248.680057,0.0,1615,281418,70.580,0.003,72.864,0.627
1779084251.683287,0.0,1616,281418,66.595,0.005,68.024,0.576
1779084254.686174,0.0,1616,281418,71.931,0.000,74.587,0.669
1779084257.689613,0.0,1616,281418,74.581,1.186,85.020,2.002
1779084260.716686,0.0,1612,281419,84.570,0.013,88.669,0.872
1779084263.730157,0.0,1614,281419,80.970,0.009,78.179,0.790
1779084266.733436,0.0,1622,281420,79.913,0.001,86.336,0.884
1779084269.736532,0.0,1613,281420,85.245,0.000,86.585,0.886
1779084272.739253,0.0,1613,281420,74.599,0.004,77.806,0.696
1779084275.742928,0.0,1614,281421,74.575,0.000,78.088,0.736
1779084278.746724,0.0,1617,281421,74.572,0.004,78.439,0.777
1779084281.750623,0.0,1615,281422,79.896,0.001,84.211,0.799
1779084284.754339,0.0,1615,281422,77.238,0.009,78.562,0.793
1779084287.757951,0.0,1613,281422,78.572,0.000,82.993,0.804
1779084290.761678,0.0,1612,281423,78.569,1.334,83.111,2.275
1779084293.764709,0.0,1612,281423,81.251,0.000,83.269,0.831
1779084296.767887,0.0,1615,281424,71.924,0.005,86.612,0.727
1779084299.770352,0.0,1612,281424,85.263,0.000,86.974,0.858
1779084302.796707,0.0,1612,281424,84.590,0.004,81.434,0.847
1779084305.814169,0.0,1618,281424,83.514,0.000,87.474,0.856
1779084308.817926,0.0,1611,281425,63.920,0.003,67.915,0.601
1779084311.821661,0.0,1613,281425,79.901,0.001,79.200,0.721
1779084314.825381,0.0,1613,281426,75.906,0.000,82.469,0.818
1779084317.829114,0.0,1614,281426,77.237,0.008,80.626,0.774
1779084320.832829,0.0,1614,281426,82.564,0.000,85.554,0.831
1779084323.836422,0.0,1614,281427,78.573,1.334,79.947,2.202
1779084326.840847,0.0,1614,281427,63.906,0.000,73.049,0.684
1779084329.844527,0.0,1614,281428,75.907,0.004,87.963,0.834
1779084332.848185,0.0,1614,281428,85.229,0.000,89.359,0.857
1779084335.851623,0.0,1615,281428,85.236,0.004,84.988,0.826
1779084338.866119,0.0,1616,281428,84.923,0.000,86.387,0.883
1779084341.892726,0.0,1614,281429,80.618,0.003,77.391,0.731
1779084344.896212,0.0,1614,281429,67.921,0.001,74.275,0.700
1779084347.899882,0.0,1615,281430,79.902,0.004,82.264,0.758
1779084350.903568,0.0,1614,281430,71.912,0.004,73.671,0.739
1779084353.907297,0.0,1618,281430,77.237,0.000,79.429,1.114
1779084356.910908,0.0,1613,281431,69.250,1.333,72.843,1.681
1779084359.914641,0.0,1614,281431,75.906,0.000,82.755,0.781
1779084362.918359,0.0,1618,281432,79.901,0.008,89.360,0.951
1779084365.922015,0.0,1616,281432,81.234,0.000,89.360,0.885
1779084368.925270,0.0,1615,281432,82.577,0.004,88.032,0.829
1779084371.927873,0.0,1622,281432,85.259,0.000,83.742,0.797
1779084374.936790,0.0,1615,281433,83.751,0.004,80.516,0.830
1779084377.940340,0.0,1615,281433,75.910,0.000,77.086,0.676
1779084380.943640,0.0,1614,281434,71.921,0.004,75.453,0.711
1779084383.947692,0.0,1612,281434,70.571,0.004,73.956,0.687
1779084386.951359,0.0,1618,281434,77.239,0.000,82.359,0.794
1779084389.954978,0.0,1612,281435,61.259,1.336,64.294,1.951
1779084392.958088,0.0,1613,281435,70.593,0.000,89.378,0.849
1779084395.961566,0.0,1619,281435,85.235,0.012,81.179,0.789
1779084398.988813,0.0,1615,281436,84.565,0.000,85.353,0.897
1779084402.002195,0.0,1616,281436,82.300,0.004,79.517,0.777
1779084405.005667,0.0,1615,281436,73.249,0.000,81.156,0.840
1779084408.009390,0.0,1621,281437,81.233,0.000,79.586,0.747
1779084411.013141,0.0,1617,281437,73.242,0.004,78.351,0.717
1779084414.016906,0.0,1615,281438,69.246,0.009,76.539,0.793
1779084417.020523,0.0,1615,281438,73.245,0.004,72.822,0.639
1779084420.024215,0.0,1614,281438,74.575,0.000,79.785,0.827
1779084423.027880,0.0,1618,281439,69.249,1.334,87.649,2.170
1779084426.030802,0.0,1620,281439,85.250,0.000,82.802,0.778
1779084429.039761,0.0,1613,281439,83.750,0.004,78.756,0.768
1779084432.043607,0.0,1614,281440,83.892,0.000,82.944,0.812
