timestamp,cpu_percent,memory_mb,rbd_usage_mb,io_read_mb,io_write_mb,net_rx_mb,net_tx_mb
1787755905.418762,0.0,1467,283879,0.000,0.000,0.000,0.000
1787755908.443851,18.2,1816,283879,27.649,0.021,15.403,0.129
1787755911.448246,10.3,1797,283880,74.557,0.000,79.526,0.369
1787755914.451913,9.9,1816,283880,73.244,0.000,81.176,0.387
1787755917.455628,9.9,1810,283881,82.564,0.267,80.721,0.701
1787755920.459236,8.5,1840,283881,82.567,0.000,85.605,0.383
1787755923.462043,9.7,1866,283881,79.925,0.000,82.901,0.404
1787755926.464896,10.3,1881,283883,82.588,0.000,86.634,0.426
1787755929.468226,10.6,1879,283883,82.575,0.000,87.267,0.424
1787755932.472394,8.8,1883,283883,82.552,0.000,85.868,0.389
1787755935.476382,10.1,1886,283883,78.562,0.664,84.745,1.126
1787755938.480316,10.3,1892,283883,79.895,0.000,82.322,0.393
1787755941.483870,9.2,1887,283887,77.242,0.026,82.437,0.371
1787755944.487876,8.9,1870,283887,79.893,0.000,82.585,0.370
1787755947.491988,8.2,1877,283887,77.227,0.000,81.703,0.365
1787755950.495764,8.2,1876,283887,74.573,0.000,77.434,0.357
1787755953.499600,9.4,1749,283887,71.908,0.000,78.323,0.349
1787755956.503282,8.6,1750,283887,73.243,0.000,79.268,0.358
1787755959.506972,5.3,1747,283887,78.570,0.000,77.863,0.354
1787755962.509798,7.9,1743,283887,71.932,0.000,75.494,0.341
1787755965.513629,8.2,1746,283887,70.577,1.315,74.606,1.738
1787755968.517295,10.7,1746,283887,70.580,0.008,75.069,0.357
1787755971.521145,8.7,1751,283887,74.571,0.044,75.678,0.394
1787755974.524727,9.2,1746,283887,70.582,0.000,77.914,0.348
1787755977.528463,8.6,1748,283895,74.574,0.000,75.401,0.337
1787755980.531487,4.5,1742,283895,73.260,0.000,76.368,0.338
1787755983.535153,8.4,1751,283895,71.912,0.000,76.282,0.343
1787755986.538829,9.1,1748,283895,74.575,0.000,76.016,0.340
1787755989.542434,9.2,1746,283895,70.582,0.000,74.976,0.332
1787755992.546084,9.6,1746,283895,73.244,0.000,76.729,0.335
1787755995.549806,7.9,1745,283895,71.911,0.000,77.640,0.345
1787755998.553379,9.0,1748,283895,75.910,1.185,74.883,1.591
1787756001.556698,6.6,1757,283895,73.252,0.027,77.411,0.384
1787756004.559550,9.5,1756,283895,73.264,0.000,77.085,0.345
1787756007.563267,8.9,1752,283895,74.574,0.000,79.323,0.357
1787756010.567104,8.0,1753,283895,74.571,0.000,77.515,0.348
1787756013.570751,8.9,1749,283895,73.244,0.000,76.377,0.338
1787756016.574481,8.9,1749,283895,73.242,0.000,77.239,0.335
1787756019.584262,9.3,1749,283895,70.437,0.000,80.077,0.356
1787756022.587890,5.3,1749,283895,78.572,0.000,75.168,0.342
1787756025.590904,7.8,1750,283895,71.928,0.000,76.320,0.338
1787756028.594655,8.9,1752,283895,73.242,0.000,76.126,0.342
1787756031.598396,11.6,1761,283895,67.915,1.233,71.837,1.639
1787756034.602115,11.0,1761,283895,70.579,0.000,74.115,0.329
1787756037.605887,8.7,1759,283895,74.573,0.000,79.670,0.362
1787756040.609653,8.4,1760,283895,73.241,0.000,74.589,0.338
1787756043.613367,4.9,1761,283895,74.574,0.000,78.193,0.349
1787756046.617119,9.2,1758,283895,74.573,0.000,76.613,0.340
1787756049.620918,8.7,1758,283911,73.241,0.000,76.265,0.335
1787756052.624695,8.7,1759,283911,70.578,0.000,76.542,0.340
1787756055.628355,8.0,1762,283911,73.244,0.000,76.365,0.340
1787756058.631987,8.9,1756,283911,70.581,0.000,78.292,0.351
1787756061.635749,8.2,1760,283911,74.573,0.498,69.369,0.831
1787756064.638974,4.4,1761,283911,73.255,0.848,80.164,1.265
1787756067.642778,8.4,1762,283911,70.577,0.000,74.882,0.338
1787756070.646577,8.8,1758,283911,73.241,0.000,76.320,0.345
1787756073.650316,8.6,1759,283911,71.910,0.000,75.496,0.348
1787756076.665895,7.7,1759,283911,74.281,0.000,77.208,0.343
1787756079.669598,8.3,1760,283911,71.911,0.000,77.827,0.345
1787756082.673264,6.7,1762,283911,75.907,0.000,73.151,0.333
1787756085.676650,5.6,1760,283911,70.587,0.000,76.590,0.351
1787756088.680395,8.6,1760,283911,71.910,0.000,76.813,0.350
1787756091.684206,9.2,1759,283911,70.577,0.000,73.913,0.327
1787756094.687914,8.3,1758,283911,74.574,0.021,76.478,0.363
1787756097.691916,8.2,1759,283911,70.573,1.191,76.017,1.598
1787756100.695591,9.1,1759,283911,67.917,0.000,74.955,0.326
1787756103.699364,5.2,1761,283911,75.905,0.000,74.448,0.338
1787756106.702259,9.0,1759,283911,70.599,0.000,75.420,0.345
1787756109.706084,8.6,1761,283911,70.577,0.000,74.000,0.336
1787756112.709884,9.7,1761,283911,73.241,0.000,74.001,0.342
1787756115.713564,9.1,1758,283911,75.907,0.000,78.172,0.356
1787756118.718540,10.4,1757,283911,71.881,0.000,81.402,0.364
1787756121.722242,9.3,1760,283911,74.614,0.000,76.433,0.352
1787756124.725825,6.2,1759,283911,78.534,0.024,79.207,0.386
1787756127.728770,7.3,1759,283911,73.261,0.000,78.214,0.349
1787756130.732641,8.8,1757,283911,75.902,1.192,78.601,1.615
1787756133.736243,9.8,1758,283911,74.577,0.000,77.650,0.349
1787756136.739958,8.8,1758,283911,78.569,0.000,82.002,0.370
1787756139.743716,8.1,1759,283911,77.237,0.000,80.760,0.365
1787756142.747489,8.1,1761,283911,75.905,0.000,79.250,0.359
1787756145.751208,8.3,1762,283911,75.906,0.000,81.953,0.367
1787756148.754994,8.2,1762,283911,70.578,0.000,80.100,0.369
1787756151.758600,6.3,1760,283911,83.899,0.000,78.143,0.358
1787756154.761730,6.8,1758,283911,74.589,0.021,78.863,0.377
1787756157.765413,9.4,1757,283911,74.575,0.000,78.569,0.359
1787756160.769197,8.4,1760,283911,74.573,1.315,78.035,1.739
1787756163.773186,8.9,1761,283911,73.236,0.008,78.776,0.371
1787756166.776982,9.2,1761,283911,74.572,0.000,78.855,0.364
1787756169.780735,9.0,1758,283911,75.905,0.000,78.922,0.353
1787756172.784416,8.5,1760,283911,70.580,0.000,77.117,0.342
1787756175.787941,7.6,1759,283911,79.906,0.000,76.871,0.342
1787756178.791269,5.3,1759,283911,73.252,0.000,78.772,0.363
1787756181.794914,8.1,1759,283911,78.571,0.000,81.463,0.370
1787756184.798655,8.5,1760,283911,73.242,0.024,79.058,0.382
1787756187.802454,8.4,1759,283943,75.904,0.000,78.353,0.349
1787756190.806150,8.6,1761,283943,75.906,0.000,80.731,0.363
1787756193.809879,8.9,1759,283943,74.574,0.000,78.856,0.447
1787756196.813556,7.6,1760,283943,74.575,1.323,78.227,1.661
1787756199.817304,8.1,1759,283943,74.574,0.000,76.873,0.345
1787756202.820863,5.9,1762,283943,78.573,0.000,77.149,0.343
1787756205.824070,7.3,1762,283943,71.923,0.000,80.891,0.365
1787756208.827748,8.6,1763,283943,78.570,0.000,79.637,0.354
1787756211.831971,9.1,1761,283943,79.888,0.000,82.433,0.369
1787756214.835796,8.8,1759,283943,78.567,0.000,82.378,0.366
1787756217.839436,9.0,1758,283943,75.908,0.021,80.785,0.380
1787756220.843123,8.5,1761,283943,77.238,0.000,81.190,0.361
1787756223.846861,9.0,1761,283943,75.905,0.000,80.900,0.358
1787756226.850564,7.6,1761,283943,78.570,0.000,83.337,0.368
1787756229.854440,8.6,1756,283943,77.234,1.324,78.735,1.749
1787756232.858141,8.8,1758,283943,75.906,0.000,82.019,0.363
1787756235.863021,6.2,1760,283943,81.201,0.000,79.232,0.352
1787756238.865883,8.2,1761,283943,78.592,0.000,85.658,0.382
1787756241.869669,9.3,1759,283943,79.899,0.000,81.853,0.366
1787756244.873358,8.3,1760,283943,75.907,0.000,81.367,0.367
1787756247.877090,9.3,1760,283943,78.569,0.024,80.909,0.384
1787756250.894399,9.0,1758,283943,76.890,0.000,81.140,0.361
1787756253.898390,9.1,1760,283943,75.899,0.000,78.963,0.350
1787756256.902487,8.2,1760,283943,78.559,0.000,80.753,0.359
1787756259.906230,9.4,1758,283943,89.222,0.000,91.325,0.408
1787756262.909876,9.0,1759,283943,86.561,1.323,90.804,1.806
1787756265.913582,10.5,1760,283943,85.228,0.000,89.353,0.403
1787756268.917321,9.4,1761,283943,83.895,0.000,89.296,0.402
1787756271.920923,9.9,1762,283943,86.563,0.000,121.440,0.547
1787756274.924502,9.2,1761,283943,86.563,0.000,89.407,0.400
1787756277.928313,9.7,1761,283943,89.220,0.021,94.407,0.445
1787756280.931930,9.0,1757,283943,83.899,0.000,86.846,0.383
1787756283.935878,9.5,1759,283943,85.221,0.000,89.249,0.399
1787756286.939722,9.8,1758,283943,83.892,0.000,88.121,0.394
1787756289.943337,8.6,1761,283943,83.899,0.000,88.636,0.394
1787756292.947468,9.1,1759,283943,79.890,0.000,83.847,1.786
1787756295.951132,9.0,1758,283943,82.566,1.455,85.243,0.517
1787756298.954707,9.6,1760,283943,82.568,0.000,86.511,0.383
1787756301.958482,10.2,1760,283943,82.563,0.000,87.682,0.392
1787756304.962121,9.9,1758,283943,83.898,0.000,87.557,0.387
1787756307.965931,9.4,1759,283943,79.899,0.021,84.094,0.396
1787756310.969724,9.5,1760,283943,82.562,0.000,84.893,0.378
1787756313.973497,9.3,1763,283943,83.894,0.000,88.331,0.394
1787756316.977166,9.7,1762,283943,82.566,0.000,86.781,0.387
