timestamp,cpu_percent,memory_mb,rbd_usage_mb,io_read_mb,io_write_mb,net_rx_mb,net_tx_mb
1787880132.119704,0.0,996,284316,0.000,0.000,0.000,0.000
1787880135.123273,33.9,1354,283879,22.546,0.000,12.420,0.065
1787880138.126975,11.5,1338,283880,77.238,0.000,80.233,0.358
1787880141.130561,11.6,1337,283881,73.246,0.021,78.489,0.364
1787880144.133973,6.8,1338,283881,78.577,0.268,80.427,0.642
1787880147.137479,9.5,1329,283881,78.575,0.000,81.007,0.359
1787880150.141316,12.2,1329,283881,74.571,0.000,81.570,0.358
1787880153.144942,11.6,1333,283883,78.572,0.000,80.499,0.354
1787880156.148659,12.9,1330,283883,73.243,0.000,76.359,0.339
1787880159.152342,10.8,1331,283883,75.907,0.000,78.248,0.348
1787880162.156118,10.8,1331,283883,71.909,0.666,77.601,1.056
1787880165.159821,11.4,1331,283883,73.243,0.000,78.793,0.354
1787880168.163664,10.8,1331,283887,75.903,0.000,76.794,0.342
1787880171.167145,4.5,1332,283887,75.912,0.029,79.471,0.387
1787880174.170823,12.2,1332,283887,73.244,0.401,75.532,0.756
1787880177.174533,16.9,1333,283887,71.911,0.000,76.262,0.346
1787880180.178367,12.4,1333,283887,74.571,0.001,77.328,0.353
1787880183.182086,11.3,1333,283887,74.574,0.000,79.707,0.361
1787880186.185834,10.6,1335,283887,78.569,0.000,80.987,0.368
1787880189.189559,13.1,1330,283887,75.906,0.663,79.603,1.072
1787880192.193211,11.3,1330,283887,75.908,0.000,81.997,0.365
1787880195.204221,9.5,1332,283887,81.036,0.001,79.782,0.352
1787880198.207982,6.6,1331,283887,74.573,0.000,79.590,0.358
1787880201.211579,11.0,1333,283887,75.909,0.026,79.724,0.394
1787880204.215229,12.1,1333,283895,75.908,0.000,80.856,0.371
1787880207.218804,11.2,1333,283895,74.578,0.000,79.119,0.365
1787880210.222457,10.7,1334,283895,75.908,0.000,77.666,0.358
1787880213.226069,10.6,1333,283895,73.245,0.000,77.488,0.357
1787880216.229670,12.5,1332,283895,74.577,0.000,78.510,0.362
1787880219.233375,12.7,1335,283895,71.911,0.000,76.900,0.343
1787880222.236345,4.6,1336,283895,73.261,1.194,73.550,1.589
1787880225.239968,11.4,1335,283895,70.581,0.000,76.138,0.342
1787880228.243630,10.9,1334,283895,71.912,0.000,75.070,0.344
1787880231.247222,11.5,1333,283895,70.582,0.001,74.457,0.348
1787880234.250897,11.7,1334,283895,73.244,0.021,74.769,0.364
1787880237.254636,10.7,1335,283895,70.579,0.000,76.960,0.344
1787880240.258224,7.7,1336,283895,78.573,0.000,77.955,0.346
1787880243.261840,9.6,1334,283895,69.250,0.000,75.207,0.341
1787880246.265401,12.3,1333,283895,70.583,0.000,73.053,0.328
1787880249.269254,11.0,1334,283895,74.571,0.000,77.040,0.352
1787880252.272964,12.8,1331,283895,71.911,1.193,77.124,1.606
1787880255.276505,13.7,1333,283895,75.910,0.000,77.731,0.354
1787880258.280216,12.4,1331,283895,71.911,0.000,79.143,0.360
1787880261.283482,7.7,1334,283895,77.249,0.001,75.876,0.354
1787880264.287176,9.1,1334,283895,73.243,0.024,78.118,0.386
1787880267.290945,13.5,1333,283895,71.910,0.000,76.236,0.341
1787880270.308602,12.5,1335,283895,71.579,0.000,74.841,0.331
1787880273.312264,11.4,1335,283911,70.581,0.000,74.032,0.333
1787880276.315964,12.8,1335,283911,73.243,0.000,75.381,0.349
1787880279.319590,10.6,1335,283911,69.250,0.000,76.168,0.345
1787880282.323247,4.2,1335,283911,74.576,0.000,75.409,0.346
1787880285.326910,10.7,1336,283911,71.912,0.000,74.001,0.339
1787880288.330702,14.0,1336,283911,70.577,1.326,74.030,1.749
1787880291.334389,11.5,1335,283911,73.243,0.000,76.611,0.350
1787880294.338205,12.0,1335,283911,70.577,0.021,74.431,0.359
1787880297.342086,12.7,1335,283911,63.917,0.003,79.059,0.356
1787880300.345751,7.1,1335,283911,82.566,0.000,72.540,0.327
