timestamp,cpu_percent,memory_mb,rbd_usage_mb,io_read_mb,io_write_mb,net_rx_mb,net_tx_mb
1778011023.986188,0.0,1668,282041,0.000,0.000,0.000,0.000
1778011026.989778,0.0,1995,281605,67.825,0.000,56.728,0.664
1778011029.993396,0.0,1993,281605,90.557,0.000,93.751,1.052
1778011032.997059,0.0,1995,281605,86.561,0.161,94.189,1.305
1778011036.000702,0.0,1994,281606,97.215,0.021,97.857,1.177
1778011039.004299,0.0,1990,281606,93.222,0.004,97.865,1.187
1778011042.007395,0.0,1887,281607,87.909,0.005,94.024,1.070
1778011045.010620,0.0,1896,281607,85.242,0.004,97.922,1.134
1778011048.014030,0.0,1893,281607,85.236,0.004,94.788,1.057
1778011051.017329,0.0,1890,281608,85.240,0.000,89.685,1.055
1778011054.020876,0.0,1891,281608,85.233,0.004,87.662,0.991
1778011057.024282,0.0,1889,281609,85.237,0.000,89.623,0.976
1778011060.027713,0.0,1885,281609,85.236,0.004,88.413,1.042
1778011063.033244,0.0,1897,281610,85.176,1.453,91.715,2.578
1778011066.037407,0.0,1894,281610,87.878,0.010,89.349,1.044
1778011069.041029,0.0,1895,281611,87.894,0.000,89.362,1.026
1778011072.044742,0.0,1895,281611,87.891,0.010,89.360,1.025
1778011075.048471,0.0,1896,281611,87.891,0.000,89.358,1.060
1778011078.052958,0.0,1896,281612,85.206,0.004,89.336,1.003
1778011081.056873,0.0,1896,281612,90.548,0.000,89.354,1.035
1778011084.059975,0.0,1895,281613,85.245,0.004,89.613,1.046
1778011087.063670,0.0,1895,281613,85.228,0.000,89.132,1.067
1778011090.067259,0.0,1895,281613,87.895,0.004,89.367,1.029
1778011093.071079,0.0,1896,281614,86.556,0.000,93.640,1.091
1778011096.074716,0.0,1895,281614,86.562,1.464,92.078,2.592
1778011099.078410,0.0,1896,281615,90.555,0.000,92.375,1.063
1778011102.082044,0.0,1904,281615,90.557,0.012,93.075,1.060
1778011105.085669,0.0,1905,281615,74.577,0.000,82.905,0.941
1778011108.089337,0.0,1905,281616,94.551,0.007,95.936,1.080
1778011111.092933,0.0,1904,281616,87.895,0.000,93.889,1.047
1778011114.096976,0.0,1903,281617,95.871,0.004,97.015,1.131
1778011117.100560,0.0,1903,281617,90.558,0.000,95.145,1.057
1778011120.104231,0.0,1903,281617,85.229,0.004,90.389,1.048
1778011123.107882,0.0,1904,281618,89.225,0.000,92.955,1.056
1778011126.111500,0.0,1903,281618,83.899,0.004,88.566,1.029
1778011129.115183,0.0,1903,281618,87.892,1.454,92.206,2.631
1778011132.118887,0.0,1903,281619,87.891,0.010,91.045,1.066
1778011135.122771,0.0,1900,281619,90.549,0.000,94.782,1.108
1778011138.126549,0.0,1902,281620,89.221,0.009,94.851,1.081
1778011141.130632,0.0,1902,281620,89.212,0.000,90.807,1.042
1778011144.134325,0.0,1902,281620,79.902,0.004,83.392,0.935
1778011147.137942,0.0,1903,281621,85.231,0.000,90.072,1.004
1778011150.140556,0.0,1900,281621,93.252,0.004,97.187,1.047
1778011153.143469,0.0,1901,281622,90.579,0.000,94.480,1.007
1778011156.147449,0.0,1900,281622,82.557,0.004,87.611,0.981
1778011159.151108,0.0,1908,281622,91.888,1.454,95.394,2.508
1778011162.153687,0.0,1908,281623,81.263,0.012,85.331,1.012
1778011165.157058,0.0,1908,281623,91.897,0.007,97.518,1.088
1778011168.159973,0.0,1909,281624,85.250,0.004,93.302,1.031
1778011171.163169,0.0,1911,281624,85.243,0.000,93.269,1.069
1778011174.166491,0.0,1911,281624,85.239,0.004,91.066,1.031
1778011177.169833,0.0,1911,281625,85.238,0.000,91.253,1.014
