timestamp,cpu_percent,memory_mb,rbd_usage_mb,io_read_mb,io_write_mb,net_rx_mb,net_tx_mb
1778612066.944846,0.0,1287,281784,0.000,0.000,0.000,0.000
1778612069.948610,0.0,1629,281349,31.865,0.000,6.848,0.049
1778612072.952246,0.0,1619,281349,66.586,0.000,94.994,0.871
1778612075.955141,0.0,1623,281349,85.251,0.029,86.408,0.962
1778612078.958820,0.0,1622,281350,85.229,0.267,90.413,1.298
1778612081.962484,0.0,1622,281350,86.561,0.027,91.289,1.072
1778612084.966069,0.0,1629,281351,85.231,0.000,89.361,0.959
1778612087.969707,0.0,1633,281351,89.225,0.009,89.360,0.971
1778612090.973301,0.0,1632,281351,93.222,0.000,89.360,1.062
1778612093.978080,0.0,1633,281352,87.860,0.004,89.326,1.064
1778612096.981700,0.0,1633,281352,90.557,0.000,89.369,1.076
1778612099.985222,0.0,1643,281353,93.224,0.004,95.619,1.186
1778612102.988853,0.0,1643,281353,87.894,0.000,91.862,1.094
1778612105.992131,0.0,1644,281353,90.568,0.004,93.646,1.115
1778612108.995926,0.0,1645,281354,87.889,0.000,93.226,1.092
1778612111.999484,0.0,1650,281354,90.559,1.463,94.677,2.638
1778612115.003113,0.0,1649,281355,85.230,0.000,90.582,1.099
1778612118.006794,0.0,1648,281355,87.892,0.009,92.976,1.098
1778612121.010470,0.0,1648,281355,91.887,0.000,92.244,1.086
1778612124.014228,0.0,1648,281356,86.558,0.007,93.994,1.161
1778612127.017861,0.0,1649,281356,91.889,0.000,94.173,1.182
1778612130.021473,0.0,1644,281357,89.226,0.004,95.110,1.154
1778612133.025217,0.0,1646,281357,86.559,0.000,87.913,1.033
1778612136.028962,0.0,1648,281357,90.554,0.004,95.210,1.133
1778612139.032217,0.0,1647,281358,90.568,0.000,94.686,1.144
1778612142.034985,0.0,1663,281358,90.583,1.458,96.990,2.049
1778612145.038229,0.0,1658,281359,85.241,0.000,94.358,1.787
1778612148.041471,0.0,1657,281359,85.241,0.009,92.955,1.113
