timestamp,cpu_percent,memory_mb,rbd_usage_mb,io_read_mb,io_write_mb,net_rx_mb,net_tx_mb
1787764661.674905,0.0,1053,284315,0.000,0.000,0.000,0.000
1787764664.678472,25.5,1392,283879,29.205,0.000,23.868,0.119
1787764667.681087,10.7,1383,283880,77.266,0.000,81.021,0.395
1787764670.684747,18.9,1388,283880,71.912,0.000,76.801,0.350
1787764673.688347,10.0,1394,283881,82.568,0.267,89.165,0.719
1787764676.691319,16.1,1419,283881,82.585,0.000,87.816,0.516
1787764679.694940,10.9,1420,283881,85.230,0.000,84.892,0.380
1787764682.697443,11.3,1435,283883,81.266,0.000,82.002,0.404
1787764685.700520,12.2,1464,283883,79.918,0.000,84.901,0.382
1787764688.703353,13.3,1472,283883,79.925,0.000,84.657,0.416
1787764691.707035,13.7,1478,283883,78.570,0.000,82.720,0.382
1787764694.710798,9.2,1477,283883,73.241,0.021,77.581,0.407
1787764697.714684,14.0,1486,283887,74.570,0.000,77.410,0.387
1787764700.718366,9.0,1486,283887,74.575,0.000,78.198,0.359
1787764703.720990,13.3,1477,283887,74.601,0.000,77.576,0.391
1787764706.724407,13.9,1485,283887,65.259,1.324,76.085,1.741
1787764709.727020,11.1,1500,283887,85.259,0.000,82.416,0.399
1787764712.730201,14.3,1568,283887,75.920,0.000,79.089,0.371
1787764715.732783,15.7,1717,283887,71.938,0.000,74.624,0.377
1787764718.736750,15.2,1713,283887,75.900,0.000,80.581,0.444
1787764721.740324,15.4,1726,283887,79.905,0.000,81.389,0.369
1787764724.742887,19.5,1729,283887,78.600,0.021,84.167,0.521
1787764727.746429,13.8,1729,283887,79.906,0.008,82.690,0.431
1787764730.749036,14.0,1733,283887,82.595,0.000,87.516,0.467
1787764733.752598,19.4,1755,283895,82.569,0.000,85.143,0.499
1787764736.756128,13.2,1756,283895,82.570,0.000,86.918,0.447
1787764739.759801,10.3,1751,283895,81.234,1.323,85.088,1.803
1787764742.763409,17.7,1501,283895,81.236,0.000,84.758,0.390
1787764745.767031,11.2,1491,283895,81.235,0.000,86.329,0.398
