timestamp,cpu_percent,memory_mb,rbd_usage_mb,io_read_mb,io_write_mb,net_rx_mb,net_tx_mb
1778564432.089249,0.0,1283,281348,0.000,0.000,0.000,0.000
1778564435.091697,0.0,1627,281349,22.525,0.000,12.334,0.108
1778564438.095366,0.0,1607,281349,82.566,0.000,89.478,0.827
1778564441.099015,0.0,1613,281349,83.898,0.147,89.364,1.057
1778564444.102166,0.0,1611,281350,89.240,0.000,89.375,0.896
1778564447.105392,0.0,1617,281350,88.183,0.018,91.793,0.971
1778564450.108963,0.0,1623,281350,86.287,0.000,91.561,0.877
1778564453.112898,0.0,1620,281351,89.216,0.010,93.958,0.996
1778564456.117561,0.0,1615,281351,90.526,0.001,94.323,1.046
1778564459.121690,0.0,1615,281352,86.548,0.802,91.567,1.788
1778564462.125262,0.0,1617,281352,90.559,0.001,94.151,1.030
1778564465.128831,0.0,1622,281352,89.227,0.009,92.419,1.040
1778564468.132423,0.0,1617,281353,87.895,0.000,92.538,0.969
1778564471.136000,0.0,1621,281353,91.890,0.004,95.100,1.014
1778564474.140582,0.0,1620,281354,89.197,0.662,96.071,1.742
1778564477.144205,0.0,1618,281354,93.221,0.008,96.128,1.029
1778564480.148016,0.0,1620,281354,86.557,0.001,90.128,0.971
1778564483.151680,0.0,1631,281355,91.888,0.005,94.770,1.056
1778564486.155482,0.0,1638,281355,87.889,0.004,94.227,0.996
1778564489.159217,0.0,1646,281356,94.549,0.004,95.834,1.139
1778564492.163198,0.0,1647,281356,90.547,0.000,95.661,1.092
1778564495.166288,0.0,1643,281356,85.246,0.004,89.834,0.995
1778564498.169525,0.0,1641,281357,86.573,0.000,89.912,0.946
1778564501.172089,0.0,1643,281357,87.925,0.004,94.050,1.079
1778564504.175274,0.0,1647,281358,85.243,1.450,94.456,2.204
1778564507.182817,0.0,1645,281358,85.119,0.009,93.656,1.473
1778564510.186046,0.0,1649,281358,85.242,0.009,89.456,0.931
1778564513.189312,0.0,1644,281359,85.241,0.000,92.980,1.077
1778564516.192625,0.0,1648,281360,85.239,0.003,89.372,0.974
1778564519.196074,0.0,1648,281360,86.567,0.004,89.367,1.000
1778564522.200238,0.0,1646,281360,86.547,0.806,89.350,1.874
1778564525.202969,0.0,1643,281361,90.584,0.000,89.387,1.029
1778564528.206621,0.0,1643,281361,87.893,0.014,89.362,0.941
1778564531.210155,0.0,1766,281362,77.242,0.398,89.383,1.198
1778564534.213628,0.0,1765,281362,91.894,0.010,89.367,0.943
1778564537.216232,0.0,1768,281362,86.592,0.000,89.393,0.994
1778564540.219970,0.0,1774,281363,75.905,0.010,89.361,0.887
1778564543.223727,0.0,1762,281363,85.227,0.531,89.362,1.500
1778564546.227469,0.0,1653,281364,83.895,0.010,89.363,0.916
1778564549.231123,0.0,1666,281364,87.893,0.267,89.362,1.231
1778564552.234780,0.0,1649,281364,90.556,0.010,89.360,1.036
1778564555.237872,0.0,1651,281365,87.909,0.267,89.378,1.251
1778564558.241840,0.0,1652,281365,89.215,0.008,89.351,0.971
1778564561.244574,0.0,1652,281366,85.256,0.000,89.431,0.975
1778564564.248314,0.0,1652,281366,87.890,0.008,91.125,1.013
1778564567.251945,0.0,1652,281366,87.894,0.531,93.639,1.521
1778564570.255671,0.0,1644,281367,89.223,0.007,91.426,0.967
1778564573.259276,0.0,1646,281367,89.226,0.001,92.789,0.996
1778564576.262957,0.0,1649,281368,86.560,0.007,92.298,0.960
1778564579.266976,0.0,1650,281368,90.545,0.529,92.059,1.580
1778564582.270411,0.0,1649,281368,85.236,0.008,91.946,1.018
1778564585.273978,0.0,1645,281369,90.559,0.001,91.847,0.987
1778564588.277615,0.0,1648,281369,85.230,0.538,89.939,1.596
1778564591.280881,0.0,1646,281370,86.572,0.000,91.960,0.986
1778564594.284473,0.0,1647,281370,90.558,0.008,93.056,1.007
1778564597.288120,0.0,1648,281370,86.561,0.000,94.425,0.954
