timestamp,cpu_percent,memory_mb,rbd_usage_mb,io_read_mb,io_write_mb,net_rx_mb,net_tx_mb
1778732355.735384,0.0,1355,281786,0.000,0.000,0.000,0.000
1778732358.739539,0.0,1690,281348,65.157,0.000,59.053,0.631
1778732361.743210,0.0,1686,281349,85.229,0.000,89.167,1.056
1778732364.746919,0.0,1690,281349,90.555,0.163,93.515,1.270
1778732367.750631,0.0,1699,281350,71.911,0.000,76.457,0.814
1778732370.754359,0.0,1711,281350,85.227,0.295,85.438,1.174
1778732373.758157,0.0,1718,281350,86.557,0.000,90.769,1.026
1778732376.761836,0.0,1718,281351,85.229,0.276,90.528,1.337
1778732379.765672,0.0,1717,281351,87.888,0.000,92.881,0.959
1778732382.769273,0.0,1718,281352,69.250,0.009,71.257,0.767
1778732385.772919,0.0,1733,281352,83.898,0.000,90.953,1.073
1778732388.776581,0.0,1732,281352,66.585,0.541,71.519,1.395
1778732391.780237,0.0,1733,281353,89.225,0.000,89.456,0.992
1778732394.783933,0.0,1734,281353,86.560,0.009,92.684,1.127
1778732397.787548,0.0,1731,281354,89.226,0.000,89.912,0.987
1778732400.791095,0.0,1729,281354,79.906,0.540,84.971,1.468
1778732403.794755,0.0,1725,281354,90.556,0.000,95.242,1.077
1778732406.798440,0.0,1722,281355,90.555,0.009,96.032,1.150
1778732409.802107,0.0,1724,281355,90.556,0.000,92.255,1.080
1778732412.805802,0.0,1725,281356,85.228,0.540,88.197,1.519
1778732415.809324,0.0,1724,281356,83.901,0.000,90.574,1.075
1778732418.812939,0.0,1725,281356,86.562,0.009,89.397,0.995
1778732421.815537,0.0,1727,281357,91.920,0.000,96.589,1.181
1778732424.818984,0.0,1727,281357,86.567,0.541,88.883,1.558
1778732427.822638,0.0,1727,281358,86.561,0.000,90.811,1.050
1778732430.826269,0.0,1729,281358,83.898,0.013,89.447,1.080
1778732433.829952,0.0,1730,281358,83.897,0.525,88.958,1.599
1778732436.833626,0.0,1731,281359,87.892,0.013,90.707,1.057
1778732439.837295,0.0,1731,281359,90.556,0.000,93.072,1.106
1778732442.840481,0.0,1731,281360,86.575,0.007,90.461,0.934
1778732445.844092,0.0,1732,281360,83.899,0.005,92.316,1.055
1778732448.847778,0.0,1733,281360,87.892,0.004,89.520,0.999
1778732451.851729,0.0,1732,281361,82.558,0.663,87.950,1.685
1778732454.855415,0.0,1733,281361,83.897,0.010,86.712,0.931
1778732457.859025,0.0,1732,281362,89.226,0.000,90.609,1.023
1778732460.864001,0.0,1731,281362,70.550,0.010,75.518,0.753
1778732463.867659,0.0,1732,281362,83.898,0.528,89.056,1.529
1778732466.871290,0.0,1733,281363,83.898,0.009,89.169,1.037
1778732469.874932,0.0,1731,281363,78.571,0.003,80.815,0.791
1778732472.878604,0.0,1731,281363,83.897,0.004,88.523,0.939
1778732475.901690,0.0,1729,281364,82.035,0.532,83.436,1.496
1778732478.905369,0.0,1729,281364,85.229,0.008,89.474,1.072
1778732481.909049,0.0,1731,281365,86.560,0.001,91.066,1.106
1778732484.912713,0.0,1730,281365,89.224,0.008,94.137,1.093
1778732487.916057,0.0,1729,281365,86.570,0.531,91.259,1.585
1778732490.919705,0.0,1728,281366,87.893,0.008,91.004,1.058
1778732493.923290,0.0,1726,281366,87.895,0.000,89.475,1.047
1778732496.928308,0.0,1729,281367,89.184,0.008,96.348,1.136
1778732499.931952,0.0,1728,281367,83.898,0.529,87.008,1.547
1778732502.935578,0.0,1728,281367,83.899,0.008,90.938,1.051
1778732505.939228,0.0,1727,281368,90.556,0.267,90.620,1.299
1778732508.942853,0.0,1729,281368,82.567,0.008,88.024,0.964
1778732511.946444,0.0,1730,281369,85.231,0.267,87.737,1.268
1778732514.950072,0.0,1731,281369,85.230,0.008,90.492,1.037
1778732517.953775,0.0,1730,281369,89.223,0.267,90.756,1.290
1778732520.957376,0.0,1730,281370,86.563,0.007,93.485,1.089
1778732523.961060,0.0,1731,281370,86.560,0.268,88.143,1.326
1778732526.964668,0.0,1732,281371,81.236,0.007,87.051,1.037
